CA,37.398,-121.794,MINERAL SPRINGS,84,,,,,,,
CA,35.575,-118.534,MIRACLE HOT SPRS, HOBO HOT SPRS,,,,,,,
CA,35.483,-119.917,MIZE SPRING,73,,,,,,,
CA,38.033,-118.902,MONO BASIN WARM SPRINGS,88,,,,,,,
CA,37.327,-119.018,MONO HOT SPRINGS,109,,,,,,,
CA,34.461,-119.637,MONTECITO HOT SPRINGS,118,,,,,,,
CA,40.382,-121.513,MORGAN HOT SPRING,205,,,,,,,
CA,33.201,-115.577,MUD POTS,100,,,,,,,
CA,33.212,-115.591,MUD POTS,100,,,,,,,
CA,33.332,-115.575,MUD VOLCANOES,W,,,,,,,
CA,33.328,-115.583,MUD VOLCANOES,W,,,,,,,
CA,33.312,-115.577,MUD VOLCANOES,W,,,,,,,
CA,33.288,-115.575,MUD VOLCANOES,W,,,,,,,
CA,33.280,-115.592,MUD VOLCANOES,W,,,,,,,
CA,33.343,-115.573,MUD VOLCANOES,W,,,,,,,
CA,33.345,-115.588,MUD VOLCANOES,W,,,,,,,
CA,33.313,-115.605,MUD VOLCANOES,W,,,,,,,
CA,39.429,-123.308,MUIR SPRINGS,68,,,,,,,
CA,33.558,-117.154,MURRIETTA HOT SPRINGS,132,,,,,,,
CA,38.850,-120.025,MYERS WARM SPRING,75,,,,,,,
CA,38.519,-122.260,NAPA ROCK SODA SPRING, PHILLIPS SOD,,,,,,,
CA,38.339,-122.259,NAPA VICHY SPRINGS,76,,,,,,,
CA,36.512,-116.821,NEVARES SPRINGS,102,,,,,,,
CA,34.826,-116.677,NEWBERRY SPRING,77,,,,,,,
CA,39.196,-122.714,NEWMAN SPRINGS,94,,,,,,,
CA,35.122,-120.542,NEWSOM SPRINGS,99,,,,,,,
CA,38.833,-122.357,ONE SHOT MINING CO,72,,,,,,,
CA,39.227,-123.362,ORRS SPRINGS,104,,,,,,,
CA,36.814,-117.763,PALM SPRING,120,,,,,,,
CA,33.823,-116.542,PALM SPRINGS (AGUA CALIENTE SPRING),104,,,,,,,
CA,34.271,-116.838,PAN HOT SPRINGS,88,,,,,,,
CA,37.993,-119.028,PAOHA ISLAND SPRINGS,181,,,,,,,
CA,35.143,-116.813,PARADISE SPRING,100,,,,,,,
CA,36.331,-121.367,PARAISO SPRINGS (SULPHUR SPRING),98,,,,,,,
CA,35.663,-120.692,PASO ROBLES ARTESIAN SPRING,102,,,,,,,
CA,35.269,-120.851,PECHO WARM SPRINGS,95,,,,,,,
CA,39.697,-123.478,PINCHES SPRING,70,,,,,,,
CA,38.850,-122.693,PINE CONE SPRING,78,,,,,,,
CA,38.874,-123.518,POINT ARENA HOT SPRINGS,111,,,,,,,
CA,41.828,-120.917,POTHOLE SPRING,78,,,,,,,
CA,39.198,-122.505,PSEUDO COMPLEXION SPRING,81,,,,,,,
CA,39.053,-122.597,QUIGLEY SODA SPRING,82,,,,,,,
CA,37.618,-119.074,REDS MEADOW HOT SPRINGS,115,,,,,,,
CA,35.879,-116.153,RESTING SPRING,80,,,,,,,
CA,38.958,-122.701,RIVIERA BEACH SPRING,93,,,,,,,
CA,37.880,-122.627,ROCKY POINT SPRINGS,90,,,,,,,
CA,37.432,-121.308,SALT GRASS SPRINGS,73,,,,,,,
CA,33.589,-117.511,SAN JUAN HOT SPRINGS,120,,,,,,,
CA,34.537,-119.879,SAN MARCOS HOT SPRING,110,,,,,,,
CA,35.582,-120.666,SANTA YSABEL SPRINGS (SULPHUR SPR),92,,,,,,,
CA,35.682,-116.422,SARATOGA SPRING,82,,,,,,,
CA,36.938,-121.565,SARGENT ESTATE WARM SPRING,77,,,,,,,
CA,35.620,-118.473,SCOVERN HOT SPRINGS,133,,,,,,,
CA,38.873,-122.689,SEIGLER SPRINGS,126,,,,,,,
CA,40.568,-120.325,SELLICKS SPRINGS,72,,,,,,,
CA,34.596,-118.998,SESPE HOT SPRINGS,194,,,,,,,
CA,41.615,-120.102,SEYFERTH HOT SPRINGS,185,,,,,,,
CA,35.588,-116.359,SHEEP CREEK SPRING,73,,,,,,,
